Latitude,Longitude,Altitude ,Distance,Pitch angle,Velocity,Time(secs)
53.60702735,-113.6072131,724,211,85.8,74.28,2958
53.63638653,-113.2638806,645.82,266,161.4,80.06,441
22.665105,-120.516862,10276.53,1469.112,-65,883,1404
53.46410632,-113.7349434,723.11,273,316.1,66.13,2328
39.39185495,128.2652515,1148,636,-654.5357143,6.319223115,1547.5
442760087,-940902737,5,144,-234,148,3355
19.187976,-120.516724,3591.61,1853.55,-19,909,1738
53.66739627,-113.4075476,681.36,269,297,76.83,963
39.7896987,126.2902327,1173,500,-94.21428571,9.012162128,465.5
53.61249284,-113.2814695,680.33,256,258,69.63,2559
442760087,-940902736,2,190,-234,100,2555
53.50978464,-113.653933,724.52,210,26.6,68.19,1050
30.710377,-120.517255,10421.02,578.1375,-60,911,552
23.803876,-120.517245,8460.94,1342.981,-40,902,1298
39.10285302,125.9478267,838,649,-659.7142857,6.294334584,1557.5
38.75138074,128.3240913,144,937,-731.1785714,5.950872862,1695.5
37.44260915,126.083924,559,,-6.178571429,9.435267149,295.5
37.8973925,127.989435,311,586,15.57142857,9.539798977,253.5
39.51618428,127.8878655,272,1056,-592.3928571,6.617885483,1427.5
442760086,-940902742,1,120,-229,173,1040
53.39191719,-113.5181591,727.79,363,93.8,66.2,1242
29.419819,-120.517102,10418.56,721.1366,-2,910,670
39.75738215,125.3294496,239,586,-71.42857143,9.121671663,421.5
53.4125604,-113.3038598,762.29,208,318.4,67.51,2799
25.275035,-120.516745,3514.45,1179.869,83,881,1144
40.8499966,129.666664,200,586,31,13,17.5
442760087,-940902743,2,159,-235,100,690
442760087,-940902743,3,175,-234,189,755
25.487907,-120.517205,2206.13,1156.213,57,886,1114
442760086,-940902737,6,152,-229,178,4290
38.04823447,127.2844217,891,927,-102.5,8.972340479,481.5
53.46143671,-113.7652617,779.84,319,92.3,90.98,1677
26.738885,-120.517187,3568.49,1017.744,-14,888,932
53.40526049,-113.6225366,709.52,297,270.9,78.78,1587
442760087,-940902737,5,186,-230,116,4360
442760086,-940902740,6,134,-233,102,1415
442760086,-940902738,6,152,-229,142,1740
25.691073,-120.516708,916.51,1133.651,-40,915,1084
442760087,-940902742,5,158,-228,186,1120
37.5524291,124.0382711,240,500,-32.07142857,9.310824496,345.5
38.87443471,125.4267981,1167,586,19.71428571,9.559709802,245.5
53.48018853,-113.7645435,746.91,357,184.7,65.05,1227
39.85060418,127.4157494,619,566,-658.6785714,6.299312291,1555.5
31.331271,-120.516797,10414.33,509.328,62,880,494
53.64334636,-113.2607101,643.73,247,271.8,81.97,1263
22.37426,-120.51675,10396.69,1501.276,-77,888,1430
32.321428,-119.788449,10178.12,370.0154,-23,887,376
38.11428603,125.3635155,791,280,-91.10714286,9.027095246,459.5
442760086,-940902736,4,146,-233,104,4485
442760087,-940902737,1,175,-233,138,3165
39.31324202,124.5398276,1214,934,-245.4285714,8.285417034,757.5
53.40580107,-113.4245883,749.57,294,270.5,65.48,2406
53.5803508,-113.3058511,720.54,258,261.7,94.28,2064
39.8719147,127.701076,430,1273,-704.25,6.080293221,1643.5
53.4006163,-113.3363152,767.64,225,111.2,76.89,111
27.061553,-120.516975,5435.26,982.0912,33,887,896
28.699911,-120.516743,10418.68,800.8469,89,891,736
442760087,-940902737,1,114,-231,111,3575
53.39147353,-113.4447668,730.99,364,270.4,63.8,294
53.6330789,-113.2534254,630.98,232,233.4,79.29,1470
26.172618,-120.51678,1014.89,1080.328,-59,898,1008
25.827019,-120.516945,848,1118.596,-35,893,1062
442760087,-940902737,5,107,-230,112,2040
39.56173139,125.3989261,1064,908,-777.7857143,5.726876086,1785.5
53.59138521,-113.2929472,692.49,321,34.5,87.8,411
442760086,-940902736,4,170,-233,174,4310
37.60231553,126.0320249,929,796,-695.9642857,6.12011487,1627.5
442760086,-940902736,5,169,-230,124,4250
53.67609763,-113.3478265,694.33,304,267.5,69.19,2430
442760087,-940902736,6,119,-233,181,4130
53.6634345,-113.4675885,711.65,297,357.2,81.05,1764
30.123613,-120.516894,10419.28,643.1581,-64,911,606
39.38347515,128.0069323,182,504,-194.6785714,8.529324634,659.5
31.310033,-120.516871,10413.83,511.6812,-80,919,496
19.719048,-120.516817,6529.72,1794.876,86,900,1676
24.27838,-120.517206,7151.95,1290.456,-26,887,1252
38.99083,127.6236,150,586,-35,8,35.5
53.49142771,-113.7831569,743.93,323,214.8,74.56,165
442760087,-940902736,1,135,-235,125,2525
53.5544254,-113.7565608,746.65,271,128.5,67.25,735
21.121263,-120.516874,10392.19,1639.936,-22,888,1544
34.461512,-118.052855,3684.33,66.02967,68,881,94
442760087,-940902743,5,105,-236,161,605
442760087,-940902737,2,144,-233,105,3120
39.73835328,128.1106204,1043,594,-420.4642857,7.444184699,1095.5
39.33751926,128.0636006,172,1149,-568.5714286,6.732372723,1381.5
38.72305921,124.2645879,544,1288,-457.75,7.264987279,1167.5
442760087,-940902736,4,187,-233,166,3805
442760087,-940902736,1,104,-230,120,2165
53.66776914,-113.5265567,726.46,392,177.1,68.02,2376
442760088,-940902745,4,178,-232,182,330
23.298414,-120.517052,9495.41,1398.953,-90,888,1346
33.287787,-118.532489,7740.81,210.673,19,905,238
53.61361642,-113.5661179,729.32,386,357.7,72.41,570
53.42945814,-113.4900031,722.79,386,17.3,71.19,1617
53.43919325,-113.4849166,722.65,247,165.6,54.02,2664
39.4726821,126.230175,1222,1340,-491.9285714,7.100722977,1233.5
38.10192655,124.3908418,1029,711,-331.3928571,7.872267426,923.5
38.72722094,128.4237465,864,545,-404.9285714,7.518850291,1065.5
442760087,-940902737,2,161,-234,163,2705
53.66609381,-113.5264727,708.29,348,179.7,70.54,1899
53.66911747,-113.2590695,667.89,281,328.6,89.52,1410
23.907715,-120.517208,8211.18,1331.489,-23,903,1288
442760088,-940902737,1,155,-235,188,3225
39.56014788,127.6823277,790,944,-687.6785714,6.159936519,1611.5
442760086,-940902740,5,136,-233,139,1315
53.62268501,-113.3737785,676.64,224,122.3,72.25,495
30.493973,-120.517144,10420.33,602.1204,-29,890,572
39.75451842,128.1075794,619,545,-712.5357143,6.040471572,1659.5
442760088,-940902736,4,121,-235,183,2790
37.78143647,124.3725592,708,807,-370.75,7.683114593,999.5
53.62379844,-113.3055963,643.92,319,110.4,81.31,1113
31.011423,-120.517263,10416.99,544.78,-23,884,524
38.07839136,127.1651411,860,746,-190.5357143,8.549235459,651.5
442760086,-940902734,5,128,-235,117,4735
24.670851,-120.51677,5912.47,1246.928,-69,893,1212
37.63001748,128.4648776,1042,824,-776.75,5.731853792,1783.5
442760087,-940902741,2,164,-232,129,960
39.58533763,124.7901632,1065,1010,-160.5,8.693588936,593.5
19.488954,-120.517167,5185.95,1820.315,-16,894,1702
28.786541,-120.516827,10414.5,791.244,-28,913,728
53.68520344,-113.3663245,701.15,369,14,77.49,2418
37.48925922,125.4808923,390,955,-417.3571429,7.459117817,1089.5
53.69977486,-113.4782651,708.77,361,60.8,81.21,708
53.67165997,-113.2477179,662.72,360,278.3,69.58,2061
442760086,-940902739,4,125,-233,130,1535
34.43252,-118.073168,3857,69.75472,13,915,98
53.68035387,-113.5132426,718.57,209,237.7,77.79,1077
442760087,-940902742,6,118,-230,121,1175
442760087,-940902742,5,152,-233,189,905
53.406331,-113.4228379,754.07,366,267.7,55.77,1032
442760088,-940902745,5,193,-232,137,295
53.40188078,-113.3021315,772.3,385,133.3,79.18,2562
40.8499966,129.666664,40,586,75,9,33.5
25.259449,-120.516648,3567.97,1181.607,-67,889,1146
38.09215243,127.9726104,1069,593,-306.5357143,7.991732373,875.5
29.574168,-120.517185,10423.4,704.0332,-28,916,656
18.770521,-120.517181,1234.03,1899.721,-14,915,1792
18.83067,-120.516885,1583.39,1893.064,-78,903,1784
53.709826,-113.3936755,702.46,306,179.6,80.9,1023
53.67687435,-113.4585606,725.03,312,47.7,79.04,1941
442760087,-940902744,2,193,-233,154,425
442760088,-940902745,6,106,-232,102,285
53.38776671,-113.3694323,742.87,267,353.5,66.26,2694
442760087,-940902742,2,155,-233,136,890
53.67009256,-113.3227345,685.96,220,0.7,91.56,1296
38.97501495,128.0538242,1173,792,-785.0357143,5.692032143,1799.5
26.361086,-120.517038,1824.14,1059.494,-87,880,980
19.419741,-120.516813,4832.34,1827.955,-44,916,1710
442760086,-940902737,4,143,-230,125,4005
39.06192396,124.7289742,502,586,-64.17857143,9.156515606,407.5
53.36696303,-113.3295537,775.58,277,89.5,68.15,2463
442760087,-940902739,3,129,-232,163,1475
38.91527742,125.5594369,1279,810,-411.1428571,7.488984054,1077.5
38.75572568,125.4089043,370,554,-708.3928571,6.060382397,1651.5
53.56072837,-113.7155265,737.59,320,314,67.5,1803
442760087,-940902737,4,172,-235,151,2830
53.38552297,-113.4372578,726.14,337,182.9,84.97,2508
39.36725599,124.8573785,1386,1193,-774.6785714,5.741809205,1779.5
27.88143,-120.516991,9905.42,891.4709,30,920,812
53.65252917,-113.2732965,617.55,224,175.9,78.3,981
53.7102542,-113.3753454,682.93,290,269.5,77.69,1584
53.37193254,-113.4450176,737.68,363,87.4,72.4,2250
39.41707177,125.6306173,394,1000,-310.6785714,7.971821548,883.5
442760086,-940902742,2,196,-228,178,1140
19.524037,-120.517202,5392.61,1816.441,-28,912,1698
39.07669837,128.2241937,325,1082,-132.5357143,8.827987002,539.5
38.88530403,124.1355343,490,797,-199.8571429,8.504436103,669.5
38.04591278,124.0705805,901,915,-455.6785714,7.274942691,1163.5
442760087,-940902737,3,106,-234,160,2840
39.16295378,128.5733199,863,555,-780.8928571,5.711942968,1791.5
27.287183,-120.517204,6742.44,957.1526,-13,888,872
442760086,-940902739,5,151,-234,141,1590
37.10688734,124.1400441,958,861,-362.4642857,7.722936242,983.5
53.52018689,-113.7067795,744.69,256,88.8,81.39,1854
32.664093,-119.349051,9720.23,313.7828,2,902,328
442760086,-940902735,3,103,-234,162,4575
30.537331,-120.517197,10421.55,597.3183,8,905,568
53.5467636,-113.6705526,736.96,298,239.6,53.45,2457
30.450553,-120.517258,10418.93,606.9291,-42,909,576
53.4111371,-113.3923299,764.7,397,268.8,63.28,36
442760085,-940902735,4,140,-231,175,4835
28.008727,-120.517085,10415.04,877.3787,70,920,800
28.094939,-120.517045,10418.42,867.8428,-3,893,792
38.686834,125.702005,195,586,37,9,149.5
442760086,-940902736,4,190,-234,122,3900
442760086,-940902736,6,106,-233,132,4320
27.654467,-120.517076,8747.23,916.5317,-45,902,834
442760085,-940902735,6,131,-230,172,4900
53.38671889,-113.4377358,726.52,307,182.2,79.24,1134
442760088,-940902737,5,175,-234,125,2855
53.39606533,-113.7064425,724.33,380,274.9,69.71,1998
442760087,-940902737,6,148,-233,182,3110
53.6042756,-113.6211634,758.52,225,220.4,125.77,2019
22.910007,-120.517143,9992.34,1441.985,-87,880,1382
53.42660748,-113.3808309,795.26,353,122.6,48.62,2076
442760088,-940902744,1,196,-234,115,375
442760086,-940902737,5,182,-230,115,4265
38.99083,127.6236,132,586,76,5,61.5
53.39123194,-113.6192398,721.31,272,11.7,83.78,120
34.532653,-118.006122,3477.72,56.98015,-87,904,84
26.212183,-120.51673,1204.64,1075.929,-65,912,1002
442760087,-940902742,4,195,-230,131,1170
27.192078,-120.51711,6197.24,967.668,-36,885,882
31.900269,-120.322335,10412.87,438.7937,56,919,434
38.49346477,126.5038303,536,1157,-625.5357143,6.458598887,1491.5
34.707285,-118.060789,1869.51,22.69178,-42,905,40
442760086,-940902740,2,117,-232,144,1355
442760086,-940902736,6,131,-233,131,3945
39.1832393,128.3903069,195,1145,-195.7142857,8.524346928,661.5
20.046281,-120.516882,8152.44,1758.787,-44,890,1642
38.70442821,125.7437951,170,563,-612.0714286,6.523309066,1465.5
38.69933351,128.3125018,144,1269,-407,7.508894879,1069.5
30.515658,-120.517157,10421.61,599.7188,-33,917,570
39.35148568,125.6233901,896,1015,-329.3214286,7.882222838,919.5
53.39880142,-113.3172964,773.06,274,186.3,60.5,1332
442760087,-940902737,3,145,-234,152,2695
25.78964,-120.51681,876.65,1122.718,2,915,1068
26.704809,-120.516724,3401.13,1021.51,-73,880,936
34.671949,-118.176688,1302.1,10.45583,24,903,22
53.41293772,-113.603501,706.09,229,216.5,85.3,579
38.99255724,128.367508,109,1027,-663.8571429,6.27442376,1565.5
33.553681,-118.398405,7061.25,176.7097,66,909,208
17.662293,-120.517097,3216.8,2022.394,59,917,1950
39.05405355,126.431634,902,920,-206.0714286,8.474569867,681.5
442760087,-940902736,1,143,-230,105,2230
53.39905746,-113.3040753,764.21,218,2.7,65.95,243
32.816715,-119.151683,9384.52,288.6878,22,893,306
442760086,-940902736,4,138,-233,149,3930
442760087,-940902737,6,175,-230,105,3655
442760088,-940902746,1,130,-228,114,205
21.869448,-120.516794,10389.3,1557.118,-74,897,1476
442760088,-940902737,2,154,-232,142,3075
442760086,-940902736,3,174,-234,137,4175
442760087,-940902738,2,104,-228,118,1940
39.40198192,125.3227965,1193,927,-564.4285714,6.752283548,1373.5
37.56274429,127.8428215,84,1291,-771.5714286,5.756742323,1773.5
53.4047569,-113.2970594,775.91,284,1.9,77.25,2166
38.70434907,126.3971348,170,1230,-578.9285714,6.682595662,1401.5
53.66648492,-113.3328618,688.03,308,181.2,74.06,2991
442760086,-940902738,5,145,-232,112,1625
37.50051127,127.9583426,224,887,-454.6428571,7.279920397,1161.5
442760088,-940902736,3,102,-235,130,2825
53.6367847,-113.5606019,717.04,362,97.3,75.5,2034
37.1631697,124.1335326,114,636,-355.2142857,7.757780185,969.5
442760088,-940902736,2,169,-235,168,2760
19.559232,-120.516764,5603.45,1812.553,-29,882,1694
21.408145,-120.516952,10390.22,1608.189,-82,918,1518
53.46514434,-113.7834262,720.54,347,296.6,74,1695
26.404463,-120.517097,2011.44,1054.698,21,883,974
442760086,-940902735,5,187,-234,120,4705
53.64716103,-113.554731,726.23,348,3.3,76.79,1500
53.45608787,-113.3572217,770.53,323,151.2,69.88,2031
33.763471,-118.372495,6589.93,153.2841,-25,899,186
37.72178714,128.4448326,511,906,-512.6428571,7.001168854,1273.5
32.536968,-119.512602,9888.22,334.6613,-59,918,346
53.67669829,-113.3480226,706.76,219,83.8,85.99,1944
38.93075155,128.2634973,611,511,-313.7857143,7.95688843,889.5
53.3929881,-113.2967606,760.64,313,159.8,54.56,2637
39.75095453,127.0638639,1053,598,-505.3928571,7.036012797,1259.5
53.62150982,-113.5766252,725.73,215,101.4,70.09,141
53.70279012,-113.3096169,691.19,349,23.5,71.35,1707
37.2098708,124.8790333,545,899,-514.7142857,6.991213442,1277.5
53.47010324,-113.7688395,732.69,376,239.4,56.59,2685
37.87656525,128.8542525,525,1272,-256.8214286,8.230662267,779.5
39.81665168,126.1899066,972,549,-400.7857143,7.538761115,1057.5
53.4350083,-113.5413878,762.62,363,253.1,43.62,2517
38.61859639,127.1427077,1084,500,-78.67857143,9.08682772,435.5
442760086,-940902738,6,195,-230,105,1860
53.41782725,-113.4883186,734.57,262,312.7,69.49,567
442760088,-940902737,2,174,-233,174,3205
53.56566266,-113.6694352,738.51,251,183.5,86.13,96
53.54703399,-113.6729492,727.07,356,92.4,73.2,894
18.606834,-120.517193,385.1,1917.803,-8,908,1814
442760087,-940902737,6,176,-232,131,2400
39.79528536,125.4249497,834,953,-440.1428571,7.349608283,1133.5
442760087,-940902737,3,114,-233,160,3695
53.71340021,-113.3416081,679.41,371,209.1,71.11,2286
32.06019,-120.120034,10415.04,412.6856,-80,915,412
37.77159848,124.9190183,1300,1299,-217.4642857,8.419815099,703.5
37.45595378,124.6173283,782,694,-452.5714286,7.289875809,1157.5
33.837678,-118.364016,6359.32,145.0104,-22,894,178
442760088,-940902736,1,111,-230,168,2175
38.4081491,124.0697856,93,525,-671.1071429,6.239579817,1579.5
34.231524,-118.288509,5416.53,99.99209,47,915,132
22.59773,-120.517211,10356.53,1476.573,5,888,1410
39.70319346,127.4618934,830,527,-215.3928571,8.429770512,699.5
53.39133642,-113.4430039,730.01,380,87.1,66.68,282
53.67249596,-113.4430704,702.91,271,180.2,73.5,213
53.41764362,-113.6647593,653.85,239,179,72.84,1791
442760086,-940902736,6,113,-234,127,4535
38.75236139,124.4518655,893,1168,-534.3928571,6.896637025,1315.5
442760086,-940902736,4,111,-234,155,4205
53.67927982,-113.5150233,705.9,367,1.2,66.98,1254
39.5596735,127.5782888,421,581,-706.3214286,6.070337809,1647.5
31.416103,-120.517072,10414.63,499.9239,-44,890,486
442760086,-940902737,4,125,-231,100,4055
442760087,-940902742,4,100,-231,121,950
53.44101965,-113.344783,763.25,306,177.3,72.16,561
39.1677,127.4817,1400,400,82,13,169.5
442760087,-940902741,6,128,-232,117,975
53.70331899,-113.4359756,705.18,260,225.4,66.26,312
38.686834,125.702005,195,1000,67,8,187.5
442760087,-940902736,3,104,-233,158,4120
53.68178944,-113.3803386,742.98,335,357.8,86.6,2445
37.07692267,126.6653475,342,1234,-714.6071429,6.03051616,1663.5
442760087,-940902743,5,193,-234,107,740
442760087,-940902736,1,131,-234,101,2545
34.670441,-117.914203,2819.59,39.27446,-12,895,62
19.045034,-120.516719,2807.74,1869.347,67,910,1756
53.41016899,-113.2986768,781.46,255,270.1,78.53,2619
442760087,-940902737,3,198,-231,134,3530
53.46261988,-113.7762122,756.02,307,275.7,71.26,1752
53.66627415,-113.3644396,695.23,281,92.4,75.51,498
38.38575906,127.2418092,679,735,-471.2142857,7.200277099,1193.5
32.621998,-119.403329,9774.37,320.7204,-19,892,334
37.06242164,127.2163562,449,,-86.96428571,9.047006071,451.5
39.56041416,124.0641357,505,599,-561.3214286,6.767216666,1367.5
53.62297009,-113.2987466,635.48,279,203,51.57,528
38.77775211,125.8566798,790,680,-399.75,7.543738822,1055.5
34.621468,-117.94367,3139.35,45.46748,-9,911,70
442760087,-940902736,6,130,-235,114,2740
442760087,-940902737,2,124,-232,172,2350
442760087,-940902736,6,181,-235,113,3405
31.437282,-120.517017,10414.22,497.5783,57,911,484
21.957125,-120.516847,10394.4,1547.422,-79,902,1468
53.63723206,-113.3951976,697.91,219,209.9,99.09,486
442760086,-940902738,5,185,-231,142,1660
53.63811986,-113.25458,634.78,386,225.4,95.09,1731
37.24711885,128.8960666,884,842,-465,7.230143336,1181.5
53.44633512,-113.6824435,724.82,394,92.6,79.23,1092
53.40149548,-113.3976989,884.02,333,265.6,52.48,2718
53.40075261,-113.6086747,721.43,224,42.7,36.82,2994
18.936947,-120.516774,2194.17,1881.304,-79,885,1770
39.03426241,127.3107806,26,927,-482.6071429,7.145522332,1215.5
442760086,-940902741,4,167,-232,162,1195
53.39131664,-113.4439147,730.18,388,88.5,73.1,1209
442760087,-940902738,5,149,-231,183,1835
32.306899,-119.806849,10198.24,372.3851,-42,912,378
39.56916481,128.855997,296,963,-394.5714286,7.568627352,1045.5
32.579656,-119.457975,9830.55,327.6951,-71,894,340
442760087,-940902736,6,127,-233,186,3800
31.606448,-120.517069,10415.49,478.8414,75,893,468
39.22515052,127.0956588,217,1231,-605.8571429,6.553175303,1453.5
39.6596,124.7057,260,1000,65,8,199.5
53.58650727,-113.6858811,711.93,203,344.2,74.22,1185
442760089,-940902746,2,146,-228,151,150
39.13915104,125.2965037,822,926,-678.3571429,6.204735874,1593.5
37.71593822,125.0485611,133,1171,-357.2857143,7.747824773,973.5
30.623955,-120.516793,10419.69,587.7176,59,904,560
38.60272106,124.2526609,589,1379,-508.5,7.021079679,1265.5
442760085,-940902735,2,191,-230,182,4880
37.81604518,127.8364553,777,1359,-633.8214286,6.418777238,1507.5
39.50250972,125.3703126,251,1000,-75.57142857,9.101760838,429.5
39.93985067,124.3385885,1092,704,-519.8928571,6.966324911,1287.5
442760088,-940902746,2,163,-228,129,195
53.71587992,-113.4323377,700.78,319,87.1,69.15,1575
22.932032,-120.5172,9964.64,1439.547,19,898,1380
18.496989,-120.51681,172.31,1929.919,-23,916,1830
442760085,-940902734,3,133,-232,115,4795
442760087,-940902744,3,151,-233,102,520
